,player_id,player_slug,first_name,last_name,player_url,flag_code,residence,birthplace,birthdate,birth_year,birth_month,birth_day,turned_pro,weight_lbs,weight_kg,height_ft,height_inches,height_cm,handedness,backhand
8004,r066,joaquim-rasgado-jr,Joaquim,Rasgado Jr,http://www.atpworldtour.com/en/players/joaquim-rasgado-jr/r066/overview,BRA,,,1953.03.24,1953.0,3.0,24.0,,,,,,,,
8005,r063,haroon-rahim,Haroon,Rahim,http://www.atpworldtour.com/en/players/haroon-rahim/r063/overview,PAK,,"Lahore, Pakistan",1949.11.12,1949.0,11.0,12.0,,,,,,,Right-Handed,
8006,r065,raul-ramirez,Raul,Ramirez,http://www.atpworldtour.com/en/players/raul-ramirez/r065/overview,MEX,"Ensenada, Mexico","Ensenada, Mexico",1953.06.20,1953.0,6.0,20.0,,175.0,79.0,"6'0""",72.0,183.0,Right-Handed,One-Handed Backhand
8007,r064,dennis-ralston,Dennis,Ralston,http://www.atpworldtour.com/en/players/dennis-ralston/r064/overview,USA,,"Bakersfield, CA, USA",1942.07.27,1942.0,7.0,27.0,,170.0,77.0,"6'2""",74.0,188.0,Right-Handed,
8008,r067,walter-redondo,Walter,Redondo,http://www.atpworldtour.com/en/players/walter-redondo/r067/overview,USA,,,,,,,,,,,,,Right-Handed,
8009,r068,grover-raz-reid,Grover Raz,Reid,http://www.atpworldtour.com/en/players/grover-raz-reid/r068/overview,USA,,"Greenville, SC, U.S.A.",1951.08.27,1951.0,8.0,27.0,,,,,,,,
8010,r069,robert-rheinberger,Robert,Rheinberger,http://www.atpworldtour.com/en/players/robert-rheinberger/r069/overview,AUS,,,1945.11.18,1945.0,11.0,18.0,,,,,,,Right-Handed,
8011,r070,keith-richardson,Keith,Richardson,http://www.atpworldtour.com/en/players/keith-richardson/r070/overview,USA,"Rosehaven Lane, Rock Hill, SC","Rock Hill, SC, USA",1953.08.18,1953.0,8.0,18.0,1976.0,178.0,81.0,"6'1""",73.0,185.0,Right-Handed,
8012,r071,cliff-richey,Cliff,Richey,http://www.atpworldtour.com/en/players/cliff-richey/r071/overview,USA,,"San Angelo, TX, U.S.A.",1946.12.31,1946.0,12.0,31.0,1964.0,170.0,77.0,"5'9""",69.0,175.0,Right-Handed,One-Handed Backhand
8013,r072,terry-rocavert,Terry,Rocavert,http://www.atpworldtour.com/en/players/terry-rocavert/r072/overview,AUS,,"Sydney, Australia",1954.10.21,1954.0,10.0,21.0,,165.0,75.0,"5'11""",71.0,180.0,Right-Handed,
8014,r073,tony-roche,Tony,Roche,http://www.atpworldtour.com/en/players/tony-roche/r073/overview,AUS,,"Wagga Wagga, Australia",1945.05.17,1945.0,5.0,17.0,,175.0,79.0,"5'10""",70.0,178.0,Left-Handed,
8015,r074,patricio-rodriguez,Patricio,Rodriguez,http://www.atpworldtour.com/en/players/patricio-rodriguez/r074/overview,CHI,,"Santiago, Chile",1938.12.20,1938.0,12.0,20.0,,,,"6'2""",74.0,188.0,,
8016,r075,ken-rosewall,Ken,Rosewall,http://www.atpworldtour.com/en/players/ken-rosewall/r075/overview,AUS,,"Sydney, Australia",1934.11.02,1934.0,11.0,2.0,,150.0,68.0,"5'9""",69.0,175.0,Right-Handed,
8017,r076,ray-ruffels,Ray,Ruffels,http://www.atpworldtour.com/en/players/ray-ruffels/r076/overview,AUS,,"Sydney, Australia",1946.03.23,1946.0,3.0,23.0,,,,,,,Right-Handed,
8018,r077,d-richard-russell,D. Richard,Russell,http://www.atpworldtour.com/en/players/d-richard-russell/r077/overview,JAM,,,1945.09.08,1945.0,9.0,8.0,,,,,,,,
8019,r080,jean-pierre-richer,Jean-Pierre,Richer,http://www.atpworldtour.com/en/players/jean-pierre-richer/r080/overview,BEL,,,,,,,,,,,,,,
8020,r078,terry-ryan,Terry,Ryan,http://www.atpworldtour.com/en/players/terry-ryan/r078/overview,RSA,,"Johannesburg, South Africa",1942.04.27,1942.0,4.0,27.0,,,,,,,Right-Handed,
8021,r081,peter-rigg,Peter,Rigg,http://www.atpworldtour.com/en/players/peter-rigg/r081/overview,AUS,,,1948.10.25,1948.0,10.0,25.0,,,,,,,Ambidextrous,
8022,r084,jay-royappa,Jay,Royappa,http://www.atpworldtour.com/en/players/jay-royappa/r084/overview,IND,"Chennai, India",,,,,,,,,,,,Right-Handed,
8023,r082,jeff-robbins,Jeff,Robbins,http://www.atpworldtour.com/en/players/jeff-robbins/r082/overview,USA,,"Salt Lake City, UT, USA",1959.03.01,1959.0,3.0,1.0,,,,,,,Right-Handed,
8024,r085,george-rudman,George,Rudman,http://www.atpworldtour.com/en/players/george-rudman/r085/overview,RSA,,,,,,,,,,,,,Right-Handed,
8025,r095,rick-rudeen,Rick,Rudeen,http://www.atpworldtour.com/en/players/rick-rudeen/r095/overview,USA,,"Chicago, IL",1962.06.05,1962.0,6.0,5.0,,180.0,82.0,"6'2""",74.0,188.0,Right-Handed,
8026,r096,franklin-robbins,Franklin,Robbins,http://www.atpworldtour.com/en/players/franklin-robbins/r096/overview,USA,,"Salt Lake City, UT, USA",1950.06.13,1950.0,6.0,13.0,,,,,,,Right-Handed,
8027,r100,gap-taik-ro,Gap-Taik,Ro,http://www.atpworldtour.com/en/players/gap-taik-ro/r100/overview,KOR,,"Ulju, South Korea",1964.03.05,1964.0,3.0,5.0,,152.0,69.0,"5'8""",68.0,173.0,,
8028,r104,simon-robinson,Simon,Robinson,http://www.atpworldtour.com/en/players/simon-robinson/r104/overview,NZL,,"Auckland, New Zealand",,,,,,175.0,79.0,"6'6""",78.0,198.0,Right-Handed,
8029,r115,romeo-rafon,Romeo,Rafon,http://www.atpworldtour.com/en/players/romeo-rafon/r115/overview,PHI,,,,,,,,,,,,,Right-Handed,
8030,r110,markus-rackl,Markus,Rackl,http://www.atpworldtour.com/en/players/markus-rackl/r110/overview,GER,,"Traunstein, Germany",1969.03.03,1969.0,3.0,3.0,,149.0,68.0,"5'11""",71.0,180.0,Left-Handed,
8031,r120,torquato-rossini,Torquato,Rossini,http://www.atpworldtour.com/en/players/torquato-rossini/r120/overview,ITA,,,,,,,,,,,,,Right-Handed,
8032,r116,horace-reid,Horace,Reid,http://www.atpworldtour.com/en/players/horace-reid/r116/overview,USA,,"Atlanta, GA, USA",1955.08.14,1955.0,8.0,14.0,,,,,,,Right-Handed,
8033,r123,ernesto-ruiz-bry,Ernesto,Ruiz-Bry,http://www.atpworldtour.com/en/players/ernesto-ruiz-bry/r123/overview,ARG,,,,,,,,,,,,,,
8034,r129,juan-rivera,Juan,Rivera,http://www.atpworldtour.com/en/players/juan-rivera/r129/overview,ARG,,,,,,,,,,,,,Right-Handed,
8035,r132,alejo-russell,Alejo,Russell,http://www.atpworldtour.com/en/players/alejo-russell/r132/overview,ARG,,,,,,,,,,,,,,
8036,r138,steve-rogul,Steve,Rogul,http://www.atpworldtour.com/en/players/steve-rogul/r138/overview,USA,,,,,,,,,,,,,Right-Handed,
8037,r141,jean-loup-rouyer,Jean-Loup,Rouyer,http://www.atpworldtour.com/en/players/jean-loup-rouyer/r141/overview,FRA,,,,,,,,,,,,,,
8038,r142,miecyslav-rybarczyk,Miecyslav,Rybarczyk,http://www.atpworldtour.com/en/players/miecyslav-rybarczyk/r142/overview,POL,,,,,,,,,,,,,Right-Handed,
8039,r144,massimo-rivaroli,Massimo,Rivaroli,http://www.atpworldtour.com/en/players/massimo-rivaroli/r144/overview,ITA,,,,,,,,,,,,,Right-Handed,
8040,r143,brad-rowe,Brad,Rowe,http://www.atpworldtour.com/en/players/brad-rowe/r143/overview,USA,,"Modesto, CA, USA",1955.11.20,1955.0,11.0,20.0,,,,,,,Right-Handed,
8041,r145,rick-rozen,Rick,Rozen,http://www.atpworldtour.com/en/players/rick-rozen/r145/overview,USA,,,,,,,,,,,,,Right-Handed,
8042,r146,joel-ross,Joel,Ross,http://www.atpworldtour.com/en/players/joel-ross/r146/overview,USA,,,,,,,,,,,,,Right-Handed,
8043,r147,graziano-risi,Graziano,Risi,http://www.atpworldtour.com/en/players/graziano-risi/r147/overview,ITA,,,,,,,,,,,,,Right-Handed,
8044,r148,andrew-rae,Andrew,Rae,http://www.atpworldtour.com/en/players/andrew-rae/r148/overview,AUS,,,,,,,,,,,,,Right-Handed,
8045,r155,gene-russo,Gene,Russo,http://www.atpworldtour.com/en/players/gene-russo/r155/overview,USA,,,,,,,,,,,,,Right-Handed,
8046,r156,eugenio-rossi,Eugenio,Rossi,http://www.atpworldtour.com/en/players/eugenio-rossi/r156/overview,ITA,,,1969.11.10,1969.0,11.0,10.0,,,,,,,Right-Handed,
8047,r158,anthony-ryan,Anthony,Ryan,http://www.atpworldtour.com/en/players/anthony-ryan/r158/overview,AUS,,,,,,,,,,,,,Right-Handed,
8048,r159,mario-rincon,Mario,Rincon,http://www.atpworldtour.com/en/players/mario-rincon/r159/overview,COL,,,1967.12.03,1967.0,12.0,3.0,,,,,,,Right-Handed,
8049,r160,hamilton-ham-richardson,"Hamilton ""Ham""",Richardson,http://www.atpworldtour.com/en/players/hamilton-ham-richardson/r160/overview,USA,,"Baton Rouge, LA, U.S.A.",1933.08.24,1933.0,8.0,24.0,,160.0,73.0,"6'0""",72.0,183.0,,
8050,r169,peter-richardson,Peter,Richardson,http://www.atpworldtour.com/en/players/peter-richardson/r169/overview,AUS,,,,,,,,,,,,,Ambidextrous,
8051,r163,mervyn-rose,Mervyn,Rose,http://www.atpworldtour.com/en/players/mervyn-rose/r163/overview,AUS,,"Coffs Harbor, NSW, Australia",1930.01.23,1930.0,1.0,23.0,,,,,,,Left-Handed,
8052,r170,roger-rasheed,Roger,Rasheed,http://www.atpworldtour.com/en/players/roger-rasheed/r170/overview,AUS,"Adelaide,S.A., Australia","Adelaide, S.A., Australia",1969.03.10,1969.0,3.0,10.0,1989.0,200.0,91.0,"6'0""",72.0,183.0,Right-Handed,
8053,r173,bret-richardson,Bret,Richardson,http://www.atpworldtour.com/en/players/bret-richardson/r173/overview,AUS,,"Launceston, Tasmania,Australia",1971.01.23,1971.0,1.0,23.0,,165.0,75.0,"5'10""",70.0,178.0,Right-Handed,
8054,r175,p-rickey,P.,Rickey,http://www.atpworldtour.com/en/players/p-rickey/r175/overview,AUS,,,,,,,,,,,,,Right-Handed,
8055,r174,wayne-reid,Wayne,Reid,http://www.atpworldtour.com/en/players/wayne-reid/r174/overview,AUS,,"Melbourne, VIC, Australia",1938.01.12,1938.0,1.0,12.0,,,,,,,,
8056,r177,francisco-roig,Francisco,Roig,http://www.atpworldtour.com/en/players/francisco-roig/r177/overview,ESP,"Barcelona, Spain","Barcelona, Spain",1968.04.01,1968.0,4.0,1.0,1987.0,152.0,69.0,"5'9""",69.0,175.0,Right-Handed,
8057,r180,thies-roepcke,Thies,Roepcke,http://www.atpworldtour.com/en/players/thies-roepcke/r180/overview,GER,,,,,,,,,,,,,Right-Handed,
8058,r184,juan-rios,Juan,Rios,http://www.atpworldtour.com/en/players/juan-rios/r184/overview,PUR,,"Rio Piedras, Puerto Rico",1966.12.15,1966.0,12.0,15.0,,180.0,82.0,"6'1""",73.0,185.0,Right-Handed,
8059,r185,brian-roe,Brian,Roe,http://www.atpworldtour.com/en/players/brian-roe/r185/overview,AUS,,"Brisbane, Australia",1969.08.20,1969.0,8.0,20.0,,170.0,77.0,"6'4""",76.0,193.0,Left-Handed,
8060,r186,guillaume-raoux,Guillaume,Raoux,http://www.atpworldtour.com/en/players/guillaume-raoux/r186/overview,FRA,"Boca Raton, Florida, USA","Bagnol Sur Ceze, France",1970.02.14,1970.0,2.0,14.0,1989.0,170.0,77.0,"5'11""",71.0,180.0,Right-Handed,
8061,r193,aki-rahunen,Aki,Rahunen,http://www.atpworldtour.com/en/players/aki-rahunen/r193/overview,FIN,,"Helsinki, Finland",1971.12.24,1971.0,12.0,24.0,,132.0,60.0,"5'9""",69.0,175.0,Right-Handed,
8062,r191,nicolas-romero,Nicolas,Romero,http://www.atpworldtour.com/en/players/nicolas-romero/r191/overview,ESP,,,,,,,,,,,,,Right-Handed,
8063,r194,stephan-rhode,Stephan,Rhode,http://www.atpworldtour.com/en/players/stephan-rhode/r194/overview,GER,,"Essen, Germany",1968.10.05,1968.0,10.0,5.0,,218.0,99.0,"6'2""",74.0,188.0,Right-Handed,
8064,r204,roberto-raffa,Roberto,Raffa,http://www.atpworldtour.com/en/players/roberto-raffa/r204/overview,ITA,,,,,,,,,,,,,Right-Handed,
8065,r203,david-rikl,David,Rikl,http://www.atpworldtour.com/en/players/david-rikl/r203/overview,CZE,"London, England","Brandys, Czech Republic",1971.02.27,1971.0,2.0,27.0,1989.0,150.0,68.0,"5'10""",70.0,178.0,Left-Handed,
8066,r200,vaclav-roubicek,Vaclav,Roubicek,http://www.atpworldtour.com/en/players/vaclav-roubicek/r200/overview,CZE,,"Ostrava, Czechoslovakia",1967.12.13,1967.0,12.0,13.0,,182.0,83.0,"6'1""",73.0,185.0,Right-Handed,
8067,r209,rafael-ruiz,Rafael,Ruiz,http://www.atpworldtour.com/en/players/rafael-ruiz/r209/overview,ESP,,,,,,,,,,,,,Right-Handed,
8068,r214,marc-rosset,Marc,Rosset,http://www.atpworldtour.com/en/players/marc-rosset/r214/overview,SUI,"Monte Carlo, Monaco","Geneva, Switzerland",1970.11.07,1970.0,11.0,7.0,1988.0,194.0,88.0,"6'7""",79.0,201.0,Right-Handed,
8069,r219,christian-ruud,Christian,Ruud,http://www.atpworldtour.com/en/players/christian-ruud/r219/overview,NOR,Oslo Norway,"Oslo, Norway",1972.08.24,1972.0,8.0,24.0,1991.0,165.0,75.0,"6'2""",74.0,188.0,Right-Handed,
8070,r216,felipe-rivera,Felipe,Rivera,http://www.atpworldtour.com/en/players/felipe-rivera/r216/overview,CHI,"Santiago, Chile","Arica, Chile",1971.05.10,1971.0,5.0,10.0,1989.0,172.0,78.0,"6'0""",72.0,183.0,Right-Handed,
8071,r224,maurice-ruah,Maurice,Ruah,http://www.atpworldtour.com/en/players/maurice-ruah/r224/overview,VEN,"Caracas, Venezuela","Caracas, Venezuela",1971.02.19,1971.0,2.0,19.0,1989.0,152.0,69.0,"5'10""",70.0,178.0,Right-Handed,
8072,r233,tony-richey,Tony,Richey,http://www.atpworldtour.com/en/players/tony-richey/r233/overview,JAM,,,,,,,,,,,,,Right-Handed,
8073,r227,ettore-rossetti,Ettore,Rossetti,http://www.atpworldtour.com/en/players/ettore-rossetti/r227/overview,ITA,,,,,,,,,,,,,Right-Handed,
8074,r236,dave-randall,Dave,Randall,http://www.atpworldtour.com/en/players/dave-randall/r236/overview,USA,"Birmingham, AL, U.S.A.","Memphis, TN, U.S.A.",1967.05.08,1967.0,5.0,8.0,1990.0,165.0,75.0,"6'0""",72.0,183.0,Right-Handed,
8075,r237,greg-rusedski,Greg,Rusedski,http://www.atpworldtour.com/en/players/greg-rusedski/r237/overview,GBR,"London, England","Montreal, Quebec, Canada",1973.09.06,1973.0,9.0,6.0,1991.0,200.0,91.0,"6'4""",76.0,193.0,Left-Handed,
8076,r243,eyal-ran,Eyal,Ran,http://www.atpworldtour.com/en/players/eyal-ran/r243/overview,ISR,"Kiriat Ono, Israel","Kiriat Ono, Israel",1972.11.21,1972.0,11.0,21.0,1992.0,155.0,70.0,"6'0""",72.0,183.0,Right-Handed,
8077,r240,juan-luis-rascon-lope,Juan-Luis,Rascon-Lope,http://www.atpworldtour.com/en/players/juan-luis-rascon-lope/r240/overview,ESP,,,1971.03.02,1971.0,3.0,2.0,,,,,,,,
8078,r251,martin-rodriguez,Martin,Rodriguez,http://www.atpworldtour.com/en/players/martin-rodriguez/r251/overview,ARG,"Buenos Aires, Argentina","Cordoba, Argentina",1969.12.18,1969.0,12.0,18.0,1991.0,165.0,75.0,"5'10""",70.0,178.0,Right-Handed,
8079,r247,emanuel-rasberger,Emanuel,Rasberger,http://www.atpworldtour.com/en/players/emanuel-rasberger/r247/overview,CRO,,,1972.06.03,1972.0,6.0,3.0,,,,,,,Right-Handed,
8080,r255,patrick-rafter,Patrick,Rafter,http://www.atpworldtour.com/en/players/patrick-rafter/r255/overview,AUS,"Pembroke, Bermuda","Mount Isa, QSLD, Australia",1972.12.28,1972.0,12.0,28.0,1991.0,190.0,86.0,"6'1""",73.0,185.0,Right-Handed,One-Handed Backhand
8081,r254,alexander-reichel,Alexander,Reichel,http://www.atpworldtour.com/en/players/alexander-reichel/r254/overview,USA,,"Los Angeles, CA, U.S.A.",1971.03.03,1971.0,3.0,3.0,1992.0,180.0,82.0,"6'4""",76.0,193.0,Right-Handed,
8082,r266,andrew-richardson,Andrew,Richardson,http://www.atpworldtour.com/en/players/andrew-richardson/r266/overview,GBR,"Lincolnshire, England","Peterborough, England",1974.03.14,1974.0,3.0,14.0,1992.0,209.0,95.0,"6'7""",79.0,201.0,Left-Handed,
8083,r270,r-reid,R.,Reid,http://www.atpworldtour.com/en/players/r-reid/r270/overview,,,,,,,,,,,,,,,
8084,r271,ramayah-ramachandran,Ramayah,Ramachandran,http://www.atpworldtour.com/en/players/ramayah-ramachandran/r271/overview,MAS,,"Negeri Sembilan, Malaysia",1970.09.10,1970.0,9.0,10.0,,123.0,56.0,"5'3""",63.0,160.0,Right-Handed,
8085,r272,andrei-rybalko,Andrei,Rybalko,http://www.atpworldtour.com/en/players/andrei-rybalko/r272/overview,UKR,,"Kiev, Ukraine",1972.06.05,1972.0,6.0,5.0,,172.0,78.0,"5'11""",71.0,180.0,Right-Handed,
8086,r280,lionel-roux,Lionel,Roux,http://www.atpworldtour.com/en/players/lionel-roux/r280/overview,FRA,"Jupiter, Florida, USA","Lyon, France",1973.04.12,1973.0,4.0,12.0,1991.0,175.0,79.0,"6'1""",73.0,185.0,Right-Handed,
8087,r273,joern-renzenbrink,Joern,Renzenbrink,http://www.atpworldtour.com/en/players/joern-renzenbrink/r273/overview,GER,"Hamburg, Germany","Hamburg, Germany",1972.07.17,1972.0,7.0,17.0,1991.0,180.0,82.0,"6'5""",77.0,196.0,Right-Handed,
8088,r284,alex-radulescu,Alex,Radulescu,http://www.atpworldtour.com/en/players/alex-radulescu/r284/overview,GER,Monaco,"Bucharest, Romania",1974.12.07,1974.0,12.0,7.0,1992.0,172.0,78.0,"6'1""",73.0,185.0,Right-Handed,
8089,r285,lars-rehmann,Lars,Rehmann,http://www.atpworldtour.com/en/players/lars-rehmann/r285/overview,GER,,"Leverkusen, Germany",1975.05.21,1975.0,5.0,21.0,1993.0,195.0,88.0,"6'5""",77.0,196.0,Right-Handed,
8090,r286,marcelo-rios,Marcelo,Rios,http://www.atpworldtour.com/en/players/marcelo-rios/r286/overview,CHI,"Santiago, Chile","Santiago, Chile",1975.12.26,1975.0,12.0,26.0,1994.0,160.0,73.0,"5'9""",69.0,175.0,Left-Handed,Two-Handed Backhand
8091,r294,eduardo-rincon,Eduardo,Rincon,http://www.atpworldtour.com/en/players/eduardo-rincon/r294/overview,COL,,,1976.03.22,1976.0,3.0,22.0,,,,,,,Right-Handed,
8092,r311,kresimir-ritz,Kresimir,Ritz,http://www.atpworldtour.com/en/players/kresimir-ritz/r311/overview,CRO,,,1973.06.28,1973.0,6.0,28.0,,,,,,,Right-Handed,
8093,r312,mikael-robertson,Mikael,Robertson,http://www.atpworldtour.com/en/players/mikael-robertson/r312/overview,RSA,,,,,,,,,,,,,Right-Handed,
8094,r317,john-roddick,John,Roddick,http://www.atpworldtour.com/en/players/john-roddick/r317/overview,USA,,,1976.07.04,1976.0,7.0,4.0,,,,,,,Right-Handed,
8095,r330,mohamed-ridaoui,Mohamed,Ridaoui,http://www.atpworldtour.com/en/players/mohamed-ridaoui/r330/overview,USA,,,1969.04.13,1969.0,4.0,13.0,,,,,,,Right-Handed,
8096,r336,christophe-rochus,Christophe,Rochus,http://www.atpworldtour.com/en/players/christophe-rochus/r336/overview,BEL,"Auvelais, Belgium","Namur, Belgium",1978.12.15,1978.0,12.0,15.0,1996.0,150.0,68.0,"5'7""",67.0,170.0,Right-Handed,One-Handed Backhand
8097,r348,andrian-raturandang,Andrian,Raturandang,http://www.atpworldtour.com/en/players/andrian-raturandang/r348/overview,INA,,,1976.07.29,1976.0,7.0,29.0,,,,,,,Right-Handed,
8098,r338,jocelyn-robichaud,Jocelyn,Robichaud,http://www.atpworldtour.com/en/players/jocelyn-robichaud/r338/overview,CAN,"Quebec, Canada","Montreal, Quebec, Canada",1978.04.08,1978.0,4.0,8.0,,,,,,,Right-Handed,
8099,r350,steven-randjelovic,Steven,Randjelovic,http://www.atpworldtour.com/en/players/steven-randjelovic/r350/overview,AUS,,,1975.04.21,1975.0,4.0,21.0,1995.0,176.0,80.0,,,,Right-Handed,
8100,r361,yohny-romero,Yohny,Romero,http://www.atpworldtour.com/en/players/yohny-romero/r361/overview,VEN,,,1978.11.30,1978.0,11.0,30.0,,,,,,,Right-Handed,
8101,r357,larbi-rharnit,Larbi,Rharnit,http://www.atpworldtour.com/en/players/larbi-rharnit/r357/overview,MAR,,,1976.04.18,1976.0,4.0,18.0,,,,,,,Right-Handed,
8102,r364,bjorn-rehnquist,Bjorn,Rehnquist,http://www.atpworldtour.com/en/players/bjorn-rehnquist/r364/overview,SWE,"Gothenburg, Sweden","Boras, Sweden",1978.01.05,1978.0,1.0,5.0,1997.0,152.0,69.0,"5'9""",69.0,175.0,Right-Handed,
8103,r365,nikos-rovas,Nikos,Rovas,http://www.atpworldtour.com/en/players/nikos-rovas/r365/overview,GRE,,,1977.09.20,1977.0,9.0,20.0,,,,,,,Right-Handed,
8104,r367,rodolfo-rake,Rodolfo,Rake,http://www.atpworldtour.com/en/players/rodolfo-rake/r367/overview,PER,,,1979.07.13,1979.0,7.0,13.0,,,,,,,Right-Handed,
8105,r368,michael-russell,Michael,Russell,http://www.atpworldtour.com/en/players/michael-russell/r368/overview,USA,"Houston, TX, USA","Detroit, MI, USA",1978.05.01,1978.0,5.0,1.0,1998.0,155.0,70.0,"5'8""",68.0,173.0,Right-Handed,Two-Handed Backhand
8106,r373,victor-romero,Victor,Romero,http://www.atpworldtour.com/en/players/victor-romero/r373/overview,MEX,,,1979.01.26,1979.0,1.0,26.0,,,,,,,Right-Handed,
8107,r383,ruben-ramirez-hidalgo,Ruben,Ramirez Hidalgo,http://www.atpworldtour.com/en/players/ruben-ramirez-hidalgo/r383/overview,ESP,"Alicante, Spain","Alicante, Spain",1978.01.06,1978.0,1.0,6.0,1998.0,163.0,74.0,"6'0""",72.0,183.0,Right-Handed,Two-Handed Backhand
8108,r388,sergio-roitman,Sergio,Roitman,http://www.atpworldtour.com/en/players/sergio-roitman/r388/overview,ARG,"Buenos Aires, Argentina","Buenos Aires, Argentina",1979.05.16,1979.0,5.0,16.0,1996.0,175.0,79.0,"6'1""",73.0,185.0,Right-Handed,
8109,r399,andy-ram,Andy,Ram,http://www.atpworldtour.com/en/players/andy-ram/r399/overview,ISR,"Tel Aviv, Israel","Montevideo, Uruguay",1980.04.10,1980.0,4.0,10.0,1998.0,182.0,83.0,"5'11""",71.0,180.0,Right-Handed,
8110,r397,olivier-rochus,Olivier,Rochus,http://www.atpworldtour.com/en/players/olivier-rochus/r397/overview,BEL,"Dion-Valmont, Belgium","Namur, Belgium",1981.01.18,1981.0,1.0,18.0,1999.0,143.0,65.0,"5'6""",66.0,168.0,Right-Handed,One-Handed Backhand
8111,r408,thierry-roggi,Thierry,Roggi,http://www.atpworldtour.com/en/players/thierry-roggi/r408/overview,FRA,,,1980.01.05,1980.0,1.0,5.0,,,,,,,Right-Handed,
8112,r400,tertius-reynders,Tertius,Reynders,http://www.atpworldtour.com/en/players/tertius-reynders/r400/overview,RSA,,,,,,,,,,,,,Right-Handed,
8113,r419,tommy-robredo,Tommy,Robredo,http://www.atpworldtour.com/en/players/tommy-robredo/r419/overview,ESP,"San Cugat del Valles, Spain","Hostalric, Spain",1982.05.01,1982.0,5.0,1.0,1998.0,165.0,75.0,"5'11""",71.0,180.0,Right-Handed,One-Handed Backhand
8114,r421,mario-radic,Mario,Radic,http://www.atpworldtour.com/en/players/mario-radic/r421/overview,CRO,"Venezia, Italy","Split, Croatia",1982.01.14,1982.0,1.0,14.0,2000.0,159.0,72.0,"6'2""",74.0,188.0,Right-Handed,
8115,r457,pedro-rico,Pedro,Rico,http://www.atpworldtour.com/en/players/pedro-rico/r457/overview,ESP,,,1980.12.09,1980.0,12.0,9.0,,,,,,,Ambidextrous,
8116,r478,gary-rose,Gary,Rose,http://www.atpworldtour.com/en/players/gary-rose/r478/overview,,,"Orinda, CA, U.S.A.",1945.08.03,1945.0,8.0,3.0,,,,,,,Right-Handed,
8117,r483,bobby-reynolds,Bobby,Reynolds,http://www.atpworldtour.com/en/players/bobby-reynolds/r483/overview,USA,"Marietta, Georgia, USA","Cape Cod, MA, USA",1982.07.17,1982.0,7.0,17.0,2003.0,170.0,77.0,"6'0""",72.0,183.0,Right-Handed,Two-Handed Backhand
8118,r508,james-rombeau,James,Rombeau,http://www.atpworldtour.com/en/players/james-rombeau/r508/overview,USA,,"Studio City, CA, USA",1948.12.02,1948.0,12.0,2.0,,,,,,,,
8119,r485,andy-roddick,Andy,Roddick,http://www.atpworldtour.com/en/players/andy-roddick/r485/overview,USA,"Austin, Texas, USA","Omaha, Nebraska, USA",1982.08.30,1982.0,8.0,30.0,2000.0,195.0,88.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand
8120,r511,predrag-rusevski,Predrag,Rusevski,http://www.atpworldtour.com/en/players/predrag-rusevski/r511/overview,MKD,,,1983.08.27,1983.0,8.0,27.0,,,,,,,Right-Handed,
8121,r512,fabian-roetschi,Fabian,Roetschi,http://www.atpworldtour.com/en/players/fabian-roetschi/r512/overview,SUI,,,1980.05.25,1980.0,5.0,25.0,,,,,,,Ambidextrous,
8122,r513,jean-julien-rojer,Jean-Julien,Rojer,http://www.atpworldtour.com/en/players/jean-julien-rojer/r513/overview,NED,"Curacao, Netherlands Antilles","Curacao, Netherlands Antilles",1981.08.25,1981.0,8.0,25.0,2003.0,180.0,82.0,"6'1""",73.0,183.0,Right-Handed,Two-Handed Backhand
8123,r517,pierre-rinderknecht,Pierre,Rinderknecht,http://www.atpworldtour.com/en/players/pierre-rinderknecht/r517/overview,FRA,,,,,,,,,,,,,Ambidextrous,
8124,r518,sanchai-ratiwatana,Sanchai,Ratiwatana,http://www.atpworldtour.com/en/players/sanchai-ratiwatana/r518/overview,THA,Bangkok,Bangkok,1982.01.23,1982.0,1.0,23.0,2004.0,154.0,70.0,"5'9""",69.0,175.0,Right-Handed,
8125,r519,sonchat-ratiwatana,Sonchat,Ratiwatana,http://www.atpworldtour.com/en/players/sonchat-ratiwatana/r519/overview,THA,Bangkok Thailand,Bangkok,1982.01.23,1982.0,1.0,23.0,2004.0,156.0,71.0,"5'9""",69.0,175.0,Right-Handed,
8126,r522,doug-reid,Doug,Reid,http://www.atpworldtour.com/en/players/doug-reid/r522/overview,AUS,,,,,,,1968.0,,,,,,Ambidextrous,
8127,r523,estaban-reyes,Estaban,Reyes,http://www.atpworldtour.com/en/players/estaban-reyes/r523/overview,MEX,,,,,,,,,,,,,Ambidextrous,
8128,r532,michael-rubin,Michael,Rubin,http://www.atpworldtour.com/en/players/michael-rubin/r532/overview,USA,,,1981.09.02,1981.0,9.0,2.0,,,,,,,Ambidextrous,
8129,r542,rylan-rizza,Rylan,Rizza,http://www.atpworldtour.com/en/players/rylan-rizza/r542/overview,USA,,,1984.04.24,1984.0,4.0,24.0,,,,,,,Ambidextrous,
8130,r583,todd-reid,Todd,Reid,http://www.atpworldtour.com/en/players/todd-reid/r583/overview,AUS,"Melbourne, Australia","Sydney, Australia",1984.06.03,1984.0,6.0,3.0,2002.0,155.0,70.0,"5'11""",71.0,180.0,Right-Handed,
